ID,Traditional,Source,Start,End,Transcribed,OK
B4L03-2-26,賺,B4-03-2-2.mp3,339.19,340.11,賺,1
B4L03-2-27,得不償失,B4-03-2-2.mp3,354.03,355.66,得不償失,1
B4L04-1-01,飲,B4-04-1-2.mp3,4.38,5.73,飲,3
B4L04-1-02,口,B4-04-1-2.mp3,17.53,18.8,口,1
B4L04-1-03,喲,B4-04-1-2.mp3,28.19,29.36,喲,1
B4L04-1-04,難得,B4-04-1-2.mp3,44.29,45.69,難得,1
B4L04-1-05,一大早,B4-04-1-2.mp3,56.69,58.42,一大早,1
B4L04-1-06,農產品,B4-04-1-2.mp3,68.02,69.98,農產品,1
B4L04-1-07,泡,B4-04-1-2.mp3,81.12,82.29,泡,1
B4L04-1-08,壺,B4-04-1-2.mp3,92.58,93.85,壺,1
B4L04-1-09,工夫,B4-04-1-2.mp3,104.92,106.15,工夫,1
B4L04-1-10,暑期,B4-04-1-2.mp3,116.24,117.85,暑期,1
B4L04-1-11,迎新,B4-04-1-2.mp3,128.8,130.36,迎新,1
B4L04-1-12,茶會,B4-04-1-2.mp3,140.22,141.77,茶會,1
B4L04-1-13,亮,B4-04-1-2.mp3,154.22,155.35,亮,1
B4L04-1-14,一手,B4-04-1-2.mp3,166.25,167.79,一手,1
B4L04-1-15,茶食,B4-04-1-2.mp3,177.96,179.64,茶食,1
B4L04-1-16,閒,B4-04-1-2.mp3,203.73,205.15,閒,1
B4L04-1-17,茶葉,B4-04-1-2.mp3,218.25,219.71,茶葉,1
B4L04-1-18,葉子,B4-04-1-2.mp3,220.15,221.4,葉子,1
B4L04-1-19,自來水,B4-04-1-2.mp3,232.07,233.82,自來水,1
B4L04-1-20,而已,B4-04-1-2.mp3,243.65,245.42,而已,2
B4L04-1-21,茶具,B4-04-1-2.mp3,255.21,256.67,茶具,2
B4L04-1-22,端,B4-04-1-2.mp3,266.08,267.27,端,3
B4L04-1-23,燙,B4-04-1-2.mp3,277.52,278.65,燙,3
B4L04-1-24,合,B4-04-1-2.mp3,323.48,324.83,合,3
B4L04-1-25,氣味,B4-04-1-2.mp3,370.15,371.5,氣味,3
B4L04-1-26,味/味兒,B4-04-1-2.mp3,367.02,368.17,味,3
B4L04-1-27,甘甜,B4-04-1-2.mp3,382.65,384.42,甘甜,2
B4L04-1-28,接近,B4-04-1-2.mp3,396.56,398.06,接近,3
B4L04-1-29,搖,B4-04-1-2.mp3,419.71,421.06,搖,3
B4L04-1-30,現,B4-04-1-2.mp3,429.79,431.0,現,3
B4L04-1-31,濃,B4-04-1-2.mp3,441.94,443.19,濃,3
B4L04-1-32,考慮,B4-04-1-2.mp3,453.58,455.02,考慮,3
B4L04-1-33,鮮奶,B4-04-1-2.mp3,465.56,467.35,鮮奶,3
B4L04-1-34,鮮,B4-04-1-2.mp3,473.65,475.0,鮮,3
B4L04-1-35,茶館,B4-04-1-2.mp3,484.21,485.92,茶館,3
B4L04-1-36,中式,B4-04-1-2.mp3,497.92,499.42,中式,3
B4L04-1-37,西式,B4-04-1-2.mp3,510.96,512.56,西式,3
B4L04-1-38,花生,B4-04-1-2.mp3,523.83,525.29,花生,3
B4L04-1-39,瓜子,B4-04-1-2.mp3,534.46,536.04,瓜子,1
B4L04-1-40,瓜,B4-04-1-2.mp3,544.77,545.94,瓜,3
B4L04-1-41,小麥,B4-04-1-2.mp3,556.71,558.15,小麥,3
B4L04-1-42,氣氛,B4-04-1-2.mp3,569.38,570.96,氣氛,3
B4L04-1-43,享受,B4-04-1-2.mp3,583.42,585.02,享受,3
B4L04-1-44,跪,B4-04-1-2.mp3,605.52,606.56,跪,3
B4L04-1-45,靜,B4-04-1-2.mp3,618.1,619.19,靜,3
B4L04-1-46,就是說/也就是說,B4-04-1-2.mp3,666.5,668.21,也就是說,3
B4L04-1-47,趕,B4-04-1-2.mp3,679.38,680.58,趕,2
B4L04-1-48,暖氣,B4-04-1-2.mp3,691.15,692.65,暖氣,2
B4L04-1-49,暖,B4-04-1-2.mp3,700.65,701.9,暖,2
B4L04-1-50,冰,B4-04-1-2.mp3,714.27,715.21,冰,1
B4L04-1-51,解,B4-04-1-2.mp3,729.0,730.21,解,1
B4L04-1-52,油膩,B4-04-1-2.mp3,751.73,753.21,油膩,1
B4L04-1-53,油,B4-04-1-2.mp3,753.71,755.06,油,1
B4L04-1-54,倒,B4-04-1-2.mp3,770.54,771.6,倒,2
B4L04-1-55,消化,B4-04-1-2.mp3,799.79,801.42,消化,3
B4L04-1-56,大包小包,B4-04-1-2.mp3,814.48,816.31,大包小包,3
B4L04-1-57,大魚大肉,B4-04-1-2.mp3,842.21,844.06,大魚大肉,3
B4L04-2-01,茶飲,B4-04-2-2.mp3,4.35,6.18,茶飲,1
B4L04-2-02,出口,B4-04-2-2.mp3,15.65,17.57,出口,1
B4L04-2-03,進口,B4-04-2-2.mp3,25.61,27.36,進口,1
B4L04-2-04,出產,B4-04-2-2.mp3,36.38,38.25,出產,3
B4L04-2-05,產,B4-04-2-2.mp3,38.68,40.24,產,1
B4L04-2-06,算起來,B4-04-2-2.mp3,49.62,51.27,算起來,1
B4L04-2-07,做客/作客,B4-04-2-2.mp3,61.87,63.33,做客,1
B4L04-2-08,好客,B4-04-2-2.mp3,72.8,74.23,好客,1
B4L04-2-09,山地,B4-04-2-2.mp3,83.27,84.71,山地,1
B4L04-2-10,生長,B4-04-2-2.mp3,94.87,96.56,生長,1
B4L04-2-11,氣候,B4-04-2-2.mp3,117.45,118.97,氣候,1
B4L04-2-12,採,B4-04-2-2.mp3,129.12,130.6,採,1
B4L04-2-13,尖,B4-04-2-2.mp3,143.15,144.38,尖,1
B4L04-2-14,沖,B4-04-2-2.mp3,156.26,157.45,沖,1
B4L04-2-15,規矩,B4-04-2-2.mp3,177.88,179.49,規矩,1
B4L04-2-16,重,B4-04-2-2.mp3,216.25,217.25,重,1
B4L04-2-17,用具,B4-04-2-2.mp3,228.63,230.01,用具,1
B4L04-2-18,銀,B4-04-2-2.mp3,240.22,241.41,影,4
B4L04-2-19,另外,B4-04-2-2.mp3,249.72,251.08,另外,1
B4L05-1-01,回收,B4-05-1-2.mp3,4.35,5.81,回收,1
B4L05-1-02,大清早,B4-05-1-2.mp3,28.88,31.21,大清早,3
B4L05-1-03,撿,B4-05-1-2.mp3,40.47,41.97,撿,1
B4L05-1-04,大街,B4-05-1-2.mp3,51.9,53.35,大街,2
B4L05-1-05,巷（子）,B4-05-1-2.mp3,64.3,65.38,巷,1
B4L05-1-06,揀,B4-05-1-2.mp3,79.56,81.02,揀,3
B4L05-1-07,嘍,B4-05-1-2.mp3,92.81,93.62,嘍,3
B4L05-1-08,罐子,B4-05-1-2.mp3,104.72,105.99,罐子,1
B4L05-1-09,罐頭,B4-05-1-2.mp3,106.49,107.7,罐頭,1
B4L05-1-10,刺,B4-05-1-2.mp3,117.86,118.91,刺,1
B4L05-1-11,割,B4-05-1-2.mp3,128.97,129.93,割,1
B4L05-1-12,籃子,B4-05-1-2.mp3,140.82,142.07,籃子,1
B4L05-1-13,載,B4-05-1-2.mp3,151.55,152.53,載,1
B4L05-1-14,輪子,B4-05-1-2.mp3,161.8,163.13,輪子,1
B4L05-1-15,清,B4-05-1-2.mp3,174.34,175.41,清,1
B4L05-1-16,壓,B4-05-1-2.mp3,186.66,187.72,壓,1
B4L05-1-17,玻璃,B4-05-1-2.mp3,206.93,208.41,玻璃,1
B4L05-1-18,用力,B4-05-1-2.mp3,219.38,220.72,用力,1
B4L05-1-19,碎,B4-05-1-2.mp3,229.86,230.99,碎,1
B4L05-1-20,分類,B4-05-1-2.mp3,242.34,243.74,分類,1
B4L05-1-21,衛生紙,B4-05-1-2.mp3,263.45,265.74,衛生紙,1
B4L05-1-22,隨手,B4-05-1-2.mp3,275.27,277.31,隨手,3
B4L05-1-23,桶,B4-05-1-2.mp3,290.45,291.84,桶,1
B4L05-1-24,偷/偷偷,B4-05-1-2.mp3,313.66,315.05,偷偷,1
B4L05-1-25,堆,B4-05-1-2.mp3,328.02,329.08,堆,3
B4L05-1-26,浪費,B4-05-1-2.mp3,340.88,342.35,浪費,2
B4L05-1-27,骯髒,B4-05-1-2.mp3,358.43,359.95,骯髒,1
B4L05-1-28,衛生,B4-05-1-2.mp3,369.9,371.4,衛生,2
B4L05-1-29,政府,B4-05-1-2.mp3,383.23,385.02,政府,3
B4L05-1-30,自然,B4-05-1-2.mp3,401.07,402.57,自然,1
B4L05-1-31,罰,B4-05-1-2.mp3,412.29,413.46,罰,3
B4L05-1-32,光是,B4-05-1-2.mp3,424.71,426.15,光是,2
B4L05-1-33,光,B4-05-1-2.mp3,434.96,435.96,光,3
B4L05-1-34,行動,B4-05-1-2.mp3,446.1,447.6,行動,3
B4L05-1-35,多數,B4-05-1-2.mp3,464.85,466.19,多數,2
B4L05-1-36,半數,B4-05-1-2.mp3,466.68,468.01,半數,1
B4L05-1-37,噸,B4-05-1-2.mp3,479.16,480.01,噸,1
B4L05-1-38,廢物,B4-05-1-2.mp3,491.4,492.85,廢物,2
B4L05-1-39,廢,B4-05-1-2.mp3,502.08,503.21,廢,2
B4L05-1-40,埋,B4-05-1-2.mp3,514.72,515.82,埋,1
B4L05-1-41,燃燒,B4-05-1-2.mp3,526.71,528.12,燃燒,2
B4L05-1-42,省事,B4-05-1-2.mp3,539.9,541.42,省事,2
B4L05-1-43,所,B4-05-1-2.mp3,553.98,555.5,所,2
B4L05-1-44,廢水,B4-05-1-2.mp3,566.56,568.52,廢水,2
B4L05-1-45,汙染/污染,B4-05-1-2.mp3,579.25,581.12,汙染,2
B4L05-1-46,河流,B4-05-1-2.mp3,604.23,605.79,河流,3
B4L05-1-47,海洋,B4-05-1-2.mp3,616.19,617.73,海洋,2
B4L05-1-48,排,B4-05-1-2.mp3,639.36,640.51,排,1
B4L05-1-49,廢氣,B4-05-1-2.mp3,650.77,652.31,廢氣,2
B4L05-1-50,肺,B4-05-1-2.mp3,663.13,664.22,肺,1
B4L05-1-51,後果,B4-05-1-2.mp3,673.24,675.01,後果,1
B4L05-1-52,毒,B4-05-1-2.mp3,685.59,686.61,毒,1
B4L05-1-53,燃料,B4-05-1-2.mp3,709.44,710.85,燃料,3
B4L05-1-54,用心,B4-05-1-2.mp3,722.55,723.88,用心,1
B4L05-1-55,願,B4-05-1-2.mp3,745.32,746.38,願,1
B4L05-1-56,光,B4-05-1-2.mp3,758.03,759.01,光,1
B4L05-1-57,大地,B4-05-1-2.mp3,771.01,772.34,大地,1
B4L05-1-58,婆婆媽媽,B4-05-1-2.mp3,783.1,785.19,婆婆媽媽,2
B4L05-1-59,這還不容易？,B4-05-1-2.mp3,800.62,802.56,,4
B4L05-2-01,靠,B4-05-2-2.mp3,4.39,5.39,靠,1
B4L05-2-02,宣布/宣佈,B4-05-2-2.mp3,15.27,16.71,宣布,1
B4L05-2-03,減輕,B4-05-2-2.mp3,27.19,28.69,減輕,1
B4L05-2-04,紙張,B4-05-2-2.mp3,39.12,40.41,紙張,1
B4L05-2-05,化學,B4-05-2-2.mp3,49.79,51.35,化學,2
B4L05-2-06,手電筒,B4-05-2-2.mp3,62.69,64.79,手電筒,2
B4L05-2-07,重複,B4-05-2-2.mp3,74.35,75.83,重複,2
B4L05-2-08,電扇,B4-05-2-2.mp3,85.63,87.03,電扇,1
B4L05-2-09,銅,B4-05-2-2.mp3,96.91,98.01,銅,1
B4L05-2-10,電線,B4-05-2-2.mp3,109.39,110.68,電線,1
B4L05-2-11,毯子,B4-05-2-2.mp3,121.95,123.24,毯子,1
B4L05-2-12,床單,B4-05-2-2.mp3,134.57,135.95,床單,1
B4L05-2-13,床,B4-05-2-2.mp3,136.43,137.6,床,1
B4L05-2-14,棉被,B4-05-2-2.mp3,148.38,149.65,棉被,2
B4L05-2-15,棉,B4-05-2-2.mp3,150.1,151.17,棉,2
B4L05-2-16,棉花,B4-05-2-2.mp3,151.65,153.02,棉花,2
B4L05-2-17,繩（子）,B4-05-2-2.mp3,164.12,165.31,繩,2
B4L05-2-18,材料,B4-05-2-2.mp3,177.35,178.77,材料,1
B4L05-2-19,帶子,B4-05-2-2.mp3,189.15,190.36,帶子,1
B4L05-2-20,卷,B4-05-2-2.mp3,223.46,224.65,卷,1
B4L05-2-21,如,B4-05-2-2.mp3,234.67,236.02,如,2
B4L05-2-22,原子筆,B4-05-2-2.mp3,257.29,259.67,原子筆,2
B4L05-2-23,延長,B4-05-2-2.mp3,270.29,271.83,延長,2
B4L05-2-24,塑膠,B4-05-2-2.mp3,282.94,284.36,塑膠,1
B4L05-2-25,金屬,B4-05-2-2.mp3,295.4,297.08,金屬,2
B4L05-2-26,廚餘,B4-05-2-2.mp3,308.73,310.27,廚餘,3
B4L06-1-01,元旦,B4-06-1-2.mp3,4.35,5.83,元旦,1
B4L06-1-02,劇院,B4-06-1-2.mp3,15.59,16.96,劇院,1
B4L06-1-03,劇場,B4-06-1-2.mp3,23.63,25.21,劇場,1
B4L06-1-04,民謠,B4-06-1-2.mp3,34.79,36.33,民謠,1
B4L06-1-05,演奏,B4-06-1-2.mp3,46.55,47.95,演奏,1
B4L06-1-06,熱門,B4-06-1-2.mp3,68.69,70.09,熱門,1
B4L06-1-07,大型,B4-06-1-2.mp3,80.87,82.33,大型,1
B4L06-1-08,懷念,B4-06-1-2.mp3,93.27,94.69,懷念,1
B4L06-1-09,現場,B4-06-1-2.mp3,106.62,108.33,現場,2
B4L06-1-10,瘋狂,B4-06-1-2.mp3,118.14,119.7,瘋狂,1
B4L06-1-11,歡呼,B4-06-1-2.mp3,140.63,142.18,歡呼,1
B4L06-1-12,鼓掌,B4-06-1-2.mp3,163.55,164.95,鼓掌,1
B4L06-1-13,忍不住,B4-06-1-2.mp3,175.37,176.73,忍不住,1
B4L06-1-14,忍,B4-06-1-2.mp3,185.34,186.53,忍,1
B4L06-1-15,叫喊,B4-06-1-2.mp3,196.56,198.09,叫喊,1
B4L06-1-16,喊,B4-06-1-2.mp3,198.62,199.85,喊,1
B4L06-1-17,搖擺,B4-06-1-2.mp3,210.11,211.74,搖擺,1
B4L06-1-18,錯過,B4-06-1-2.mp3,223.51,224.89,錯過,1
B4L06-1-19,售,B4-06-1-2.mp3,234.85,236.02,售,3
B4L06-1-20,截止,B4-06-1-2.mp3,247.16,248.69,截止,1
B4L06-1-21,等到,B4-06-1-2.mp3,259.98,261.33,等到,1
B4L06-1-22,門票,B4-06-1-2.mp3,272.92,274.38,門票,1
B4L06-1-23,提早,B4-06-1-2.mp3,284.86,286.31,提早,1
B4L06-1-24,趕緊,B4-06-1-2.mp3,311.13,312.8,趕緊,1
B4L06-1-25,棒子,B4-06-1-2.mp3,321.33,322.58,棒子,1
B4L06-1-26,棒,B4-06-1-2.mp3,323.05,324.01,棒,1
B4L06-1-27,距離,B4-06-1-2.mp3,347.69,349.15,距離,1
B4L06-1-28,開演,B4-06-1-2.mp3,359.58,361.18,開演,1
B4L06-1-29,彩色,B4-06-1-2.mp3,372.34,373.8,彩色,1
B4L06-1-30,精彩,B4-06-1-2.mp3,385.93,387.51,精彩,1
B4L06-1-31,搖頭,B4-06-1-2.mp3,398.93,400.54,搖頭,1
B4L06-1-32,握,B4-06-1-2.mp3,422.04,423.02,握,1
B4L06-1-33,揮,B4-06-1-2.mp3,436.94,438.12,揮,3
B4L06-1-34,熱情,B4-06-1-2.mp3,447.87,449.41,熱情,1
B4L06-1-35,鮮花,B4-06-1-2.mp3,468.75,470.38,鮮花,1
B4L06-1-36,聲,B4-06-1-2.mp3,481.41,482.69,聲,1
B4L06-1-37,上臺/上台,B4-06-1-2.mp3,505.29,507.0,上臺,1
B4L06-1-38,演唱,B4-06-1-2.mp3,518.14,519.55,演唱,1
B4L06-1-39,傷腦筋,B4-06-1-2.mp3,530.54,532.33,傷腦筋,1
B4L06-1-40,腦筋,B4-06-1-2.mp3,532.8,534.36,腦筋,1
B4L06-1-41,哎呀,B4-06-1-2.mp3,545.28,546.38,哎呀,1
B4L06-1-42,主持,B4-06-1-2.mp3,591.15,592.77,主持,1
B4L06-1-43,爛,B4-06-1-2.mp3,613.35,614.37,爛,1
B4L06-1-44,廢話,B4-06-1-2.mp3,632.55,633.77,廢話,1
B4L06-1-45,主唱,B4-06-1-2.mp3,644.56,645.77,主唱,1
B4L06-1-46,舞台/舞臺,B4-06-1-2.mp3,655.94,657.5,舞台,2
B4L06-1-47,……之一,B4-06-1-2.mp3,677.05,678.17,之一,4
B4L06-2-01,文藝,B4-06-2-2.mp3,4.52,5.91,文藝,1
B4L06-2-02,迷,B4-06-2-2.mp3,15.83,17.0,迷,1
B4L06-2-03,歌劇,B4-06-2-2.mp3,25.56,26.89,歌劇,1
B4L06-2-04,舞蹈,B4-06-2-2.mp3,37.02,38.35,舞蹈,1
B4L06-2-05,舞,B4-06-2-2.mp3,38.8,40.07,嗯嗯嗯,4
B4L06-2-06,京劇,B4-06-2-2.mp3,50.33,51.77,京劇,1
B4L06-2-07,心目中,B4-06-2-2.mp3,61.05,62.99,心目中,1
B4L06-2-08,回憶,B4-06-2-2.mp3,71.19,72.52,回憶,1
B4L06-2-09,寧願,B4-06-2-2.mp3,82.88,84.19,寧願,1
B4L06-2-10,寧可,B4-06-2-2.mp3,92.27,93.98,寧可,1
B4L06-2-11,感染,B4-06-2-2.mp3,103.58,105.29,感染,3
B4L06-2-12,轉播,B4-06-2-2.mp3,123.9,125.3,轉播,1
B4L06-2-13,直播,B4-06-2-2.mp3,143.88,145.17,直播,1
B4L06-2-14,入場,B4-06-2-2.mp3,166.65,168.31,入場,1
B4L06-2-15,入,B4-06-2-2.mp3,176.17,177.19,入,1
B4L06-2-16,陣,B4-06-2-2.mp3,187.83,188.88,正,4
B4L06-2-17,掌聲,B4-06-2-2.mp3,200.9,202.44,掌聲,1
B4L06-2-18,認同,B4-06-2-2.mp3,214.0,215.58,認同,1
B4L06-2-19,擠,B4-06-2-2.mp3,223.96,225.35,擠一,4
B4L06-2-20,前進,B4-06-2-2.mp3,244.67,246.19,前進,3
B4L06-2-21,後退,B4-06-2-2.mp3,256.73,258.19,後退,1
B4L06-2-22,電視臺,B4-06-2-2.mp3,268.98,271.0,電視臺,1
B4L06-2-23,字幕,B4-06-2-2.mp3,281.46,282.94,字幕,1
B4L06-2-24,好,B4-06-2-2.mp3,292.62,293.98,好,3
B4L06-2-25,電臺,B4-06-2-2.mp3,303.38,305.12,電臺,1
B4L06-2-26,從事,B4-06-2-2.mp3,315.6,317.15,從事,1
B4L06-2-27,動作,B4-06-2-2.mp3,339.15,340.6,動作,3
B4L06-2-28,尊重,B4-06-2-2.mp3,351.19,352.62,尊重,3
B4L06-2-29,自由,B4-06-2-2.mp3,363.17,364.75,自由,3
B4L06-2-30,活力,B4-06-2-2.mp3,376.04,377.6,活力,3
B4L06-2-31,俗話說,B4-06-2-2.mp3,389.6,391.33,俗話說,1
B4L06-2-32,俗話,B4-06-2-2.mp3,399.88,401.38,俗話,3
B4L06-2-33,臺上一分鐘，臺下十年功,B4-06-2-2.mp3,411.79,415.56,,4
B4L07-1-01,全家,B4-07-1-2.mp3,4.39,5.95,全家,1
B4L07-1-02,自助,B4-07-1-2.mp3,17.15,18.5,自助,1
B4L07-1-03,助,B4-07-1-2.mp3,37.23,38.25,助,3
B4L07-1-04,開,B4-07-1-2.mp3,49.71,50.85,開,1
B4L07-1-05,插花,B4-07-1-2.mp3,91.51,93.01,插花,1
B4L07-1-06,插,B4-07-1-2.mp3,102.47,103.49,插,1
B4L07-1-07,門診,B4-07-1-2.mp3,125.03,126.82,門診,1
B4L07-1-08,剛好,B4-07-1-2.mp3,146.35,148.08,剛好,1
B4L07-1-09,週,B4-07-1-2.mp3,169.63,170.78,週,1
B4L07-1-10,休假,B4-07-1-2.mp3,180.99,182.47,休假,1
B4L07-1-11,狀況,B4-07-1-2.mp3,194.15,195.63,狀況,1
B4L07-1-12,旅行團,B4-07-1-2.mp3,206.13,207.86,旅行團,1
B4L07-1-13,旅客,B4-07-1-2.mp3,218.89,220.2,旅客,1
B4L07-1-14,旅行社,B4-07-1-2.mp3,231.39,233.16,旅行社,1
B4L07-1-15,路線,B4-07-1-2.mp3,247.17,248.61,路線,1
B4L07-1-16,預算,B4-07-1-2.mp3,261.73,263.09,預算,1
B4L07-1-17,目的地,B4-07-1-2.mp3,276.29,278.04,目的地,1
B4L07-1-18,景色,B4-07-1-2.mp3,290.47,291.95,景色,1
B4L07-1-19,秋季,B4-07-1-2.mp3,304.04,305.6,秋季,1
B4L07-1-20,春季,B4-07-1-2.mp3,306.08,307.56,春季,1
B4L07-1-21,夏季,B4-07-1-2.mp3,308.06,309.66,夏季,1
B4L07-1-22,冬季,B4-07-1-2.mp3,310.16,311.57,冬季,1
B4L07-1-23,四季,B4-07-1-2.mp3,312.06,313.64,四季,1
B4L07-1-24,正好,B4-07-1-2.mp3,334.43,336.31,正好,1
B4L07-1-25,印象,B4-07-1-2.mp3,347.43,348.79,印象,1
B4L07-1-26,沙漠,B4-07-1-2.mp3,358.9,360.46,沙漠,2
B4L07-1-27,沙子,B4-07-1-2.mp3,360.92,362.29,沙子,1
B4L07-1-28,沙,B4-07-1-2.mp3,370.06,371.23,沙,2
B4L07-1-29,通常,B4-07-1-2.mp3,393.37,394.89,通常,1
B4L07-1-30,觀光,B4-07-1-2.mp3,405.73,407.25,觀光,1
B4L07-1-31,觀光客,B4-07-1-2.mp3,407.76,409.49,觀光客,1
B4L07-1-32,體驗,B4-07-1-2.mp3,422.12,423.6,體驗,1
B4L07-1-33,鄉村,B4-07-1-2.mp3,435.95,437.41,鄉村,1
B4L07-1-34,大自然,B4-07-1-2.mp3,448.23,449.95,大自然,1
B4L07-1-35,郊外,B4-07-1-2.mp3,465.09,466.49,郊外,1
B4L07-1-36,瀑布,B4-07-1-2.mp3,477.21,478.59,瀑布,1
B4L07-1-37,登山,B4-07-1-2.mp3,488.93,490.35,登山,1
B4L07-1-38,夜景,B4-07-1-2.mp3,501.83,503.62,夜景,1
B4L07-1-39,處,B4-07-1-2.mp3,513.29,514.27,處,1
B4L07-1-40,提,B4-07-1-2.mp3,523.99,525.09,提,1
B4L07-1-41,夢想,B4-07-1-2.mp3,546.45,548.2,夢想,1
B4L07-1-42,實現,B4-07-1-2.mp3,556.98,558.54,實現,1
B4L07-1-43,班機,B4-07-1-2.mp3,570.02,571.46,班機,1
B4L07-1-44,直飛,B4-07-1-2.mp3,582.54,583.93,直飛,1
B4L07-1-45,直,B4-07-1-2.mp3,594.01,595.06,直,1
B4L07-1-46,轉機,B4-07-1-2.mp3,609.13,610.61,轉機,1
B4L07-1-47,預訂,B4-07-1-2.mp3,620.02,621.35,預訂,1
B4L07-1-48,反正,B4-07-1-2.mp3,631.32,632.61,反正,1
B4L07-1-49,取消,B4-07-1-2.mp3,642.86,644.38,取消,1
B4L07-1-50,誤點,B4-07-1-2.mp3,655.58,657.31,誤點,1
B4L07-1-51,怪,B4-07-1-2.mp3,666.32,667.44,怪,1
B4L07-1-52,要不,B4-07-1-2.mp3,676.3,677.55,要不,1
B4L07-1-53,早點兒,B4-07-1-2.mp3,688.15,689.35,,4
B4L07-1-54,早點,B4-07-1-2.mp3,689.9,691.77,早點,1
B4L07-1-55,重,B4-07-1-2.mp3,702.34,703.51,重,1
B4L07-1-56,入境,B4-07-1-2.mp3,713.11,714.46,入境,1
B4L07-1-57,出境,B4-07-1-2.mp3,714.94,716.46,出境,2
B4L07-1-58,收拾,B4-07-1-2.mp3,727.86,729.4,收拾,1
B4L07-1-59,有些,B4-07-1-2.mp3,739.46,740.96,有些,2
B4L07-1-60,千萬,B4-07-1-2.mp3,753.76,755.24,千萬,1
B4L07-1-61,話是這麼說（沒錯）,B4-07-1-2.mp3,784.85,787.1,話是這麼說沒錯,2
B4L07-2-01,碰見,B4-07-2-2.mp3,4.39,5.85,碰見,1
B4L07-2-02,乘,B4-07-2-2.mp3,16.43,17.58,乘,1
B4L07-2-03,乘客,B4-07-2-2.mp3,18.07,19.53,乘客,1
B4L07-2-04,小費,B4-07-2-2.mp3,29.81,31.23,小費,1
B4L07-2-05,毛巾,B4-07-2-2.mp3,41.19,42.55,毛巾,1
B4L07-2-06,道路,B4-07-2-2.mp3,53.15,54.49,道路,1
B4L07-2-07,照,B4-07-2-2.mp3,77.44,78.48,照,3
B4L07-2-08,街頭,B4-07-2-2.mp3,87.63,89.19,街頭,1
B4L07-2-09,或者,B4-07-2-2.mp3,98.11,99.82,或者,1
B4L07-2-10,時時,B4-07-2-2.mp3,110.59,112.19,時時,1
B4L07-2-11,街道,B4-07-2-2.mp3,121.44,122.81,街道,1
B4L07-2-12,缺少,B4-07-2-2.mp3,134.32,136.05,缺少,1
B4L07-2-13,缺,B4-07-2-2.mp3,136.63,137.73,缺,1
B4L07-2-14,誤會,B3-08-1-2.mp3,55.27,56.71,誤會,1
B4L07-2-15,只是,B4-07-2-2.mp3,147.65,149.09,只是,1
B4L07-2-16,頂,B4-07-2-2.mp3,158.77,160.05,頂,1
B4L07-2-17,倒不如,B4-07-2-2.mp3,170.19,171.83,倒不如,2
B4L07-2-18,熱愛,B4-07-2-2.mp3,184.31,185.69,熱愛,2
B4L07-2-19,動身,B4-07-2-2.mp3,196.48,197.85,動身,2
B4L07-2-20,長途,B4-07-2-2.mp3,207.36,209.06,長途,1
B4L07-2-21,人生地不熟,B4-07-2-2.mp3,223.82,225.96,人生地不熟,1
B4L08-1-01,指示,B4-08-1-2.mp3,4.35,5.66,指示,1
B4L08-1-02,遲,B4-08-1-2.mp3,24.95,26.18,遲,1
B4L08-1-03,忙碌,B4-08-1-2.mp3,35.73,37.06,忙碌,2
B4L08-1-04,接,B4-08-1-2.mp3,46.08,47.23,接,2
B4L08-1-05,次數,B4-08-1-2.mp3,70.56,72.1,次數,2
B4L08-1-06,煩惱,B4-08-1-2.mp3,82.34,83.8,煩惱,1
B4L08-1-07,左右,B4-08-1-2.mp3,94.98,96.33,左右,1
B4L08-1-08,煩,B4-08-1-2.mp3,105.58,106.76,煩,1
B4L08-1-09,壓力,B4-08-1-2.mp3,118.15,119.54,壓力,2
B4L08-1-10,難受,B4-08-1-2.mp3,127.98,129.42,難受,2
B4L08-1-11,逃避,B4-08-1-2.mp3,138.65,139.98,逃避,1
B4L08-1-12,逃,B4-08-1-2.mp3,140.46,141.69,逃,1
B4L08-1-13,臉色,B4-08-1-2.mp3,154.48,155.94,臉色,1
B4L08-1-14,遲早,B4-08-1-2.mp3,177.68,179.2,遲早,1
B4L08-1-15,總,B4-08-1-2.mp3,190.54,191.83,總,2
B4L08-1-16,心臟,B4-08-1-2.mp3,203.52,204.95,心臟,1
B4L08-1-17,心跳,B4-08-1-2.mp3,214.89,216.29,心跳,1
B4L08-1-18,腰,B4-08-1-2.mp3,225.06,226.27,腰,1
B4L08-1-19,大腿,B4-08-1-2.mp3,236.54,238.06,大腿,2
B4L08-1-20,人體,B4-08-1-2.mp3,246.99,248.49,人體,1
B4L08-1-21,器官,B4-08-1-2.mp3,259.6,261.12,器官,2
B4L08-1-22,關上,B4-08-1-2.mp3,271.65,273.04,關上,3
B4L08-1-23,大腦,B4-08-1-2.mp3,283.48,284.92,大腦,2
B4L08-1-24,前院,B4-08-1-2.mp3,296.65,298.06,前院,2
B4L08-1-25,後院,B4-08-1-2.mp3,298.5,299.9,後院,2
B4L08-1-26,花盆,B4-08-1-2.mp3,311.19,312.65,花盆,1
B4L08-1-27,花草,B4-08-1-2.mp3,323.81,325.58,花草,2
B4L08-1-28,農村,B4-08-1-2.mp3,338.19,339.65,農村,2
B4L08-1-29,農場,B4-08-1-2.mp3,340.08,341.71,農場,2
B4L08-1-30,平靜,B4-08-1-2.mp3,353.19,354.58,平靜,3
